내부온도,내부습도,측정일시,누적일사량,내부Co2,품목명
26.63083333,46.13,2.0181E+13,0,393.8833333,토마토
26.72583333,46.08416667,2.0181E+13,0,378.05,토마토
27.17166667,77.29583333,2.0181E+13,0,397.4833333,토마토
21.88333333,85.345,2.0181E+13,0,399.3833333,토마토
24.43666667,94.905,2.01809E+13,0,351.4666667,토마토
19.45888889,99.52777778,2.01809E+13,0,485.9666667,토마토
19.47944444,99.90777778,2.01809E+13,0,494.5,토마토
18.71833333,99.90611111,2.01809E+13,0,491.8,토마토
18.33944444,99.90888889,2.01809E+13,0,489.75,토마토
19.07277778,98.91333333,2.01809E+13,0,470.5166667,토마토
20.165,94.34944444,2.01809E+13,0,390.6166667,토마토
22.58444444,91.25444444,2.01809E+13,0,366.75,토마토
19.12444444,99.97222222,2.01809E+13,0,396.5166667,토마토
18.88833333,99.92166667,2.01809E+13,0,413.1,토마토
23.6,99.15,2.0181E+13,0,438,토마토
24.4,99.2,2.0181E+13,0,382.5,토마토
23.75,99.9,2.0181E+13,0,367.9,토마토
22.5,100,2.0181E+13,0,372.6,토마토
21.45,100,2.0181E+13,0,384.8,토마토
18.75,100,2.0181E+13,0,688.2,토마토
18.9,100,2.0181E+13,0,702.2,토마토
19.55,100,2.0181E+13,0,695.1,토마토
20.6,99.9,2.0181E+13,0,659.7,토마토
21.9,99.6,2.0181E+13,0,581.9,토마토
20.05,84.75,2.01809E+13,0,0,토마토
19.55,85.05,2.01809E+13,1626,0,토마토
17.35,83.4,2.01809E+13,0,0,토마토
17.4,80.95,2.01809E+13,0,0,토마토
17.6,79.95,2.01809E+13,0,0,토마토
30.4,42.65,2.01809E+13,0,0,토마토
30.55,41.95,2.01809E+13,0,0,토마토
27.95,44.95,2.01809E+13,0,0,토마토
27.45,50.55,2.01809E+13,0,0,토마토
25.45,60.55,2.01809E+13,0,0,토마토
19.86166667,85.12166667,2.01809E+13,0,349.5166667,토마토
19.54833333,84.95,2.01809E+13,0,338.0166667,토마토
19.12166667,85.595,2.01809E+13,0,329.0166667,토마토
19.30666667,87.665,2.01809E+13,0,326.5166667,토마토
21.175,77.63666667,2.01809E+13,0,301.3666667,토마토
22.21333333,71.28333333,2.01809E+13,0,292.8666667,토마토
23.21666667,68.03833333,2.01809E+13,0,287.35,토마토
20.81333333,82.47666667,2.01809E+13,0,336.75,토마토
20.17,83.05166667,2.01809E+13,0,336.6833333,토마토
19.87333333,82.075,2.01809E+13,1538,335.5,토마토
22.46,99.83103448,2.01809E+13,0,469.5172414,토마토
22.59,99.85762712,2.01809E+13,0,417.6949153,토마토
23.09,99.84915254,2.01809E+13,669,358.4067797,토마토
22.99,99.87627119,2.01809E+13,0,362.220339,토마토
23.04,99.85423729,2.01809E+13,0,386.6440678,토마토
22.87,99.8559322,2.01809E+13,0,407.559322,토마토
22.84,99.85,2.01809E+13,0,434.8166667,토마토
22.66,99.86779661,2.01809E+13,0,453.1355932,토마토
22.55,99.85423729,2.01809E+13,0,470.6949153,토마토
26.57,84.20677966,2.01809E+13,0,281.8813559,토마토
25.33333333,97.4,2.01809E+13,0,800.3333333,토마토
25.48983051,90.33050847,2.01809E+13,0,425.7118644,토마토
26.32333333,85.225,2.01809E+13,0,385.2666667,토마토
28.145,84.2,2.01809E+13,0,382.9166667,토마토
29.1559322,85.40677966,2.01809E+13,0,384.1355932,토마토
28.55,78.05,2.01809E+13,0,389.6333333,토마토
21.28813559,94.25423729,2.01809E+13,0,1013.135593,토마토
18.865,88.6,2.0181E+13,0,734.0666667,토마토
18.68474576,89.44915254,2.0181E+13,0,759.8983051,토마토
18.66666667,90.03333333,2.0181E+13,0,788.7666667,토마토
